mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.9402545928955078,0.015158716820382306,0.025702571868896483,0.0034890470748539307,0.1,3,100,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100}",-922967550343.9791,-935247366415.5859,-954712735899.8903,-1058250578786.2281,-931573040607.1464,-960550254410.5658,49943577587.36218,18
1.6207324981689453,0.020583999448511237,0.04010639190673828,0.0009665416812296348,0.1,3,200,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200}",-824332557332.3312,-852777601755.0753,-863871571451.7135,-963646105465.2272,-854441567324.2833,-871813880665.7261,47780521216.00358,16
0.7454112529754638,0.01090439816514875,0.022898769378662108,0.00245177589079721,0.1,5,50,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 50}",-710865012548.195,-737378564124.4233,-733882411162.6763,-833770996317.5995,-717382353743.862,-746655867579.3512,44668107458.10237,13
1.1789116859436035,0.006719549225586035,0.035897445678710935,0.0006626928428951676,0.1,5,100,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100}",-576091914582.276,-626128256807.5088,-604210719824.1145,-709006779828.4031,-593366274013.7264,-621760789011.2058,46542103928.9058,11
2.0987219333648683,0.04375111256885132,0.06300830841064453,0.002643858976623998,0.1,5,200,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200}",-483253849063.02264,-515331893160.284,-461274028890.6003,-556543331105.7233,-478843443293.71405,-499049309102.6688,33631623439.06359,9
0.9059737682342529,0.016099213576572787,0.0273038387298584,0.0038205367829435718,0.1,7,50,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 50}",-468651915614.9853,-506503908054.9788,-437479643361.44073,-555517403549.7711,-456459164611.06445,-484922407038.44806,41892996084.10357,7
1.6610148429870606,0.1720405622424599,0.051210212707519534,0.0018911361778497816,0.1,7,100,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100}",-386817326601.25793,-409741016764.7146,-358940533942.32007,-450627997463.87054,-365446147695.6207,-394314604493.55676,33316945431.540504,6
2.661760997772217,0.01950075372271184,0.0895087718963623,0.002300892750657185,0.1,7,200,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200}",-294047674169.0692,-326400234353.4823,-256166282874.8499,-346594422963.96655,-282505088176.9169,-301142740507.6569,32013685278.103474,3
0.5937730312347412,0.0227350005782607,0.01714015007019043,0.002507898290382592,0.2,3,50,"{'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 50}",-893370878089.4451,-935974201955.1665,-963725248230.0709,-1072796292574.4385,-902595409150.2904,-953692405999.8822,64575410631.98537,17
0.931385612487793,0.014550925758355992,0.02459850311279297,0.0033716888700467697,0.2,3,100,"{'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 100}",-815203432250.2742,-840902473049.6616,-851612202263.8688,-975280927179.105,-824372777656.6313,-861474362479.9082,58292238914.291245,15
1.610405397415161,0.03590035555956889,0.04051914215087891,0.0012927540330644025,0.2,3,200,"{'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 200}",-717500633101.6418,-741921360364.5458,-748989085861.9749,-866155619709.4597,-740342707115.0565,-762981881230.5358,52659738527.80436,14
0.7232880115509033,0.020967008575364238,0.021110343933105468,0.002288803902222751,0.2,5,50,"{'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 50}",-575539738736.0756,-604922825194.9823,-595219642844.6061,-676725572730.8102,-595323887625.3372,-609546333426.3623,34923938872.663925,10
1.1481600284576416,0.018488587859750685,0.034806013107299805,0.00265956498858877,0.2,5,100,"{'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 100}",-480578267642.6203,-501928977786.43005,-452114812841.72375,-552388652265.5745,-474215029579.98376,-492245148023.2664,34007830663.259094,8
2.0510466575622557,0.043422317603587675,0.0683051586151123,0.004332202195410516,0.2,5,200,"{'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 200}",-381439151060.7802,-402725351107.1369,-342851537163.1502,-436008408087.2806,-359662391489.208,-384537367781.51117,32699059908.03198,4
0.8639219760894775,0.02250271877527155,0.02859954833984375,0.0020589907967598253,0.2,7,50,"{'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 50}",-367855262230.9535,-406595559076.2444,-353807962757.97906,-429538266100.29846,-381444940925.03125,-387848398218.1014,27162408297.114048,5
1.4590925693511962,0.01998388550254021,0.05190296173095703,0.0012384400627701677,0.2,7,100,"{'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 100}",-279630029097.331,-319818854495.8618,-259343332280.60117,-339632611465.86334,-289907619634.8582,-297666489394.90314,28656800283.589287,2
2.6330416202545166,0.03435152360251098,0.09391131401062011,0.003930839405226809,0.2,7,200,"{'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 200}",-194709328440.1089,-200784995523.44708,-168246074601.52133,-247383448065.23004,-201003116697.73267,-202425392665.608,25509621508.310616,1
