status,bed,bath,acre_lot,city,state,house_size,price
for_sale,3.0,2.0,0.12,Kingston,New York,1524.0,229000.0
for_sale,4.0,3.0,0.38,Malta,New York,2283.0,379900.0
for_sale,3.0,2.0,0.13,Watervliet,New York,1350.0,199900.0
for_sale,3.0,2.0,0.35,Westville,New Jersey,1232.0,169900.0
for_sale,3.0,3.0,0.35,Milford,Connecticut,2024.0,559900.0
for_sale,5.0,3.0,0.48,Wall,New Jersey,2692.0,599000.0
for_sale,3.0,1.0,9.05,North Stonington,Connecticut,1404.0,442000.0
for_sale,4.0,3.0,0.75,Bethlehem,New York,2429.0,447100.0
for_sale,4.0,4.0,0.51,Ballston Lake,New York,3380.0,534900.0
for_sale,4.0,2.0,0.14,Bellmore,New York,1744.0,779000.0
for_sale,3.0,2.0,0.17,Haverhill,Massachusetts,2000.0,474000.0
for_sale,5.0,3.0,0.05,New York City,New York,2070.0,1399000.0
for_sale,3.0,2.0,0.41,Chicopee,Massachusetts,2003.0,479900.0
for_sale,3.0,2.0,0.1,Buffalo,New York,1612.0,109900.0
for_sale,8.0,6.0,0.04,Brooklyn,New York,2125.0,1299999.0
for_sale,4.0,2.0,0.3,Richmondville,New York,1900.0,159000.0
for_sale,4.0,3.0,0.46,Marlboro,New Jersey,2790.0,899900.0
for_sale,4.0,3.0,0.46,Newington,Connecticut,2059.0,394900.0
for_sale,6.0,3.0,0.32,Watertown,New York,3179.0,350000.0
for_sale,3.0,2.0,4.1,Sheffield,Massachusetts,1900.0,575000.0
for_sale,3.0,1.0,6.4,Pawlet,Vermont,1020.0,120000.0
for_sale,5.0,3.0,0.15,Bellmore,New York,3600.0,1199000.0
for_sale,4.0,2.0,2.43,Cranston,Rhode Island,2164.0,495000.0
for_sale,5.0,4.0,0.77,Central Valley,New York,5100.0,999999.0
for_sale,4.0,2.0,0.41,Plainville,Connecticut,1624.0,155000.0
for_sale,3.0,5.0,28.1,Woodstock,Vermont,3456.0,2100000.0
for_sale,9.0,6.0,0.05,Bronx,New York,4050.0,1150000.0
for_sale,3.0,3.0,0.69,Southwick,Massachusetts,2143.0,549000.0
for_sale,7.0,2.0,6.7,Middleburgh Village,New York,4589.0,250000.0
for_sale,2.0,1.0,0.06,Gloucester City,New Jersey,800.0,30000.0
for_sale,4.0,2.0,0.17,Haverstraw,New York,2167.0,489999.0
for_sale,5.0,2.0,0.56,Marietta,New York,1104.0,399000.0
for_sale,3.0,3.0,0.17,Tarrytown,New York,2700.0,965000.0
for_sale,3.0,1.0,0.73,Vernon,New York,3150.0,59000.0
for_sale,3.0,3.0,10.3,Derby,Vermont,2610.0,680000.0
for_sale,3.0,1.0,0.03,Philadelphia,Pennsylvania,1116.0,189900.0
for_sale,3.0,2.0,0.52,Old Saybrook,Connecticut,1700.0,659000.0
for_sale,5.0,3.0,0.04,Bayamon,Puerto Rico,1900.0,100000.0
for_sale,3.0,3.0,1.72,Marlboro,Vermont,2000.0,125000.0
for_sale,3.0,2.0,0.17,Malone,New York,2112.0,159000.0
for_sale,7.0,7.0,2.48,Sands Point,New York,7000.0,4500000.0
for_sale,4.0,2.0,0.1,Brandon,Vermont,3840.0,229000.0
for_sale,4.0,3.0,1.29,Westport,Connecticut,2604.0,980000.0
for_sale,5.0,4.0,1.36,Burke,Vermont,3386.0,1100000.0
for_sale,3.0,3.0,0.2,Methuen,Massachusetts,2300.0,764900.0
for_sale,5.0,2.0,0.28,Granville Village,New York,2194.0,50000.0
for_sale,3.0,1.0,27.45,Vermontville,New York,1260.0,399000.0
for_sale,1.0,1.0,3.23,New Rochelle,New York,934.0,175000.0
for_sale,3.0,4.0,0.38,Watertown,New York,3554.0,395000.0
for_sale,3.0,1.0,8.39,Ellsworth,Maine,1792.0,250000.0
for_sale,4.0,3.0,0.13,Woodridge,New York,2020.0,119500.0
for_sale,6.0,12.0,7.11,Concord,Massachusetts,12806.0,7200000.0
for_sale,3.0,1.0,4.0,Buckfield,Maine,1224.0,260000.0
for_sale,5.0,2.0,0.29,Marlboro,New York,2964.0,389000.0
for_sale,4.0,1.0,0.41,Bethlehem,New York,2318.0,170000.0
for_sale,6.0,4.0,0.26,Troy,New York,2162.0,215000.0
for_sale,7.0,4.0,0.48,Dingmans Ferry,Pennsylvania,4548.0,649999.0
for_sale,4.0,4.0,0.27,Port Washington,New York,2545.0,1039000.0
for_sale,3.0,1.0,0.3,Albany,New York,1125.0,299900.0
for_sale,3.0,1.0,0.21,Schenectady,New York,912.0,50000.0
for_sale,4.0,6.0,0.28,Bronx,New York,3084.0,1500000.0
for_sale,3.0,2.0,0.48,Madison,Connecticut,1240.0,325000.0
for_sale,5.0,5.0,2.6,Tuxedo Park,New York,5248.0,3750000.0
for_sale,5.0,3.0,0.59,Westfield,Massachusetts,2287.0,324900.0
for_sale,2.0,2.0,0.05,Bronx,New York,1380.0,619000.0
for_sale,5.0,4.0,0.04,Philadelphia,Pennsylvania,2094.0,309900.0
for_sale,5.0,2.0,0.39,Wilton,Maine,2124.0,309000.0
for_sale,2.0,1.0,0.03,New Bedford,Massachusetts,854.0,265000.0
for_sale,5.0,3.0,0.11,Bridgeport,Connecticut,2912.0,425000.0
for_sale,4.0,2.0,0.15,Wethersfield,Connecticut,1294.0,289000.0
for_sale,3.0,1.0,0.32,Springfield,Massachusetts,1082.0,275000.0
for_sale,5.0,3.0,0.23,Cranston,Rhode Island,8868.0,799000.0
for_sale,3.0,2.0,0.12,Worcester,Massachusetts,1225.0,214200.0
for_sale,4.0,2.0,0.08,Poughkeepsie,New York,2042.0,199900.0
for_sale,3.0,2.0,0.07,Malden,Massachusetts,1800.0,749900.0
for_sale,4.0,3.0,2.14,Coxsackie,New York,2156.0,375000.0
for_sale,3.0,3.0,0.11,Surf City,New Jersey,1848.0,1199000.0
for_sale,2.0,1.0,0.25,Ames,New York,1032.0,74900.0
for_sale,4.0,3.0,0.31,East Falmouth,Massachusetts,3240.0,1525000.0
for_sale,4.0,2.0,0.05,Bronx,New York,2134.0,710000.0
for_sale,2.0,1.0,1.96,Orford,New Hampshire,600.0,138000.0
for_sale,5.0,2.0,0.22,Liverpool,New York,1520.0,194900.0
for_sale,1.0,1.0,0.23,Quincy,Massachusetts,805.0,399999.0
for_sale,3.0,2.0,1.16,Black River,New York,1548.0,299000.0
for_sale,3.0,3.0,0.26,Gloversville,New York,1670.0,249900.0
for_sale,3.0,1.0,0.13,Hamilton,Massachusetts,1232.0,499000.0
for_sale,5.0,4.0,1.01,Sterling,Massachusetts,3196.0,785000.0
for_sale,5.0,8.0,2.2,Colonie,New York,7100.0,2475000.0
for_sale,5.0,4.0,0.09,New Hyde Park,New York,1906.0,979999.0
for_sale,3.0,1.0,2.6,Ravena,New York,1336.0,180000.0
for_sale,3.0,3.0,0.14,Forest Hills,New York,2000.0,2299000.0
for_sale,4.0,3.0,0.26,Kingston,New York,3402.0,789000.0
for_sale,6.0,4.0,0.85,Mount Laurel,New Jersey,4706.0,799000.0
for_sale,5.0,2.0,0.27,Rutland,Vermont,3027.0,300000.0
for_sale,2.0,3.0,0.04,Queensbury,New York,1382.0,239000.0
for_sale,6.0,6.0,0.37,Plainfield,New Jersey,3204.0,475000.0
for_sale,4.0,3.0,1.46,East Greenbush,New York,2709.0,499900.0
for_sale,6.0,6.0,0.3,Bronxville,New York,3897.0,2850000.0
for_sale,3.0,2.0,1.48,Granby,Massachusetts,1683.0,526000.0
for_sale,2.0,1.0,0.34,Auburn,Massachusetts,1075.0,349900.0
for_sale,3.0,1.0,0.11,Mount Vernon,New York,1500.0,415000.0
for_sale,3.0,2.0,0.51,Moreau,New York,1700.0,451500.0
for_sale,3.0,1.0,0.4,Moriah,New York,1425.0,59000.0
for_sale,4.0,2.0,1.49,New Marlborough,Massachusetts,1359.0,499000.0
for_sale,3.0,3.0,0.11,Wildwood Crest,New Jersey,2678.0,1169000.0
for_sale,2.0,1.0,0.01,East Brunswick,New Jersey,1208.0,275000.0
for_sale,8.0,5.0,1.69,Watertown,Connecticut,2385.0,360000.0
for_sale,2.0,2.0,0.11,New York City,New York,1641.0,2850000.0
for_sale,2.0,1.0,0.39,Mountain Dale,New York,825.0,169900.0
for_sale,2.0,1.0,0.14,Roosevelt,New York,800.0,319900.0
for_sale,3.0,2.0,0.66,Holyoke,Massachusetts,1772.0,349900.0
for_sale,3.0,2.0,0.74,Maryland,New York,1500.0,79900.0
for_sale,3.0,1.0,0.09,Baldwin,New York,1326.0,515000.0
for_sale,1.0,2.0,0.99,Chappaqua,New York,1052.0,445000.0
for_sale,6.0,6.0,0.18,Little Neck,New York,3024.0,1988000.0
for_sale,3.0,2.0,0.15,North Andover,Massachusetts,1456.0,649000.0
for_sale,2.0,1.0,0.46,Paterson,New Jersey,914.0,159900.0
for_sale,2.0,3.0,0.04,Boston,Massachusetts,1840.0,2599000.0
for_sale,2.0,1.0,0.51,Saugerties,New York,1125.0,92900.0
for_sale,4.0,2.0,0.09,Caguas,Puerto Rico,1100.0,161000.0
for_sale,5.0,2.0,15.07,Easton,Massachusetts,3109.0,3000000.0
for_sale,5.0,3.0,0.14,Massapequa Park,New York,2800.0,1099900.0
for_sale,5.0,2.0,0.45,Rosendale,New York,1966.0,259900.0
for_sale,2.0,3.0,0.02,Staten Island,New York,1917.0,519999.0
for_sale,4.0,2.0,0.07,Toa Baja,Puerto Rico,2400.0,420000.0
for_sale,4.0,5.0,44.48,Westmoreland,New Hampshire,5111.0,875000.0
for_sale,4.0,4.0,3.7,Pleasant Valley,New York,4900.0,1200000.0
for_sale,4.0,3.0,0.37,Fishkill,New York,1966.0,459000.0
for_sale,3.0,3.0,0.04,Albany,New York,2079.0,219900.0
for_sale,2.0,2.0,0.06,Oakland,New Jersey,930.0,229777.0
for_sale,3.0,1.0,0.09,Bath,Maine,1080.0,199000.0
for_sale,4.0,2.0,0.06,Woodside,New York,2024.0,1299999.0
for_sale,3.0,2.0,0.46,Camillus,New York,1271.0,184900.0
for_sale,4.0,2.0,0.05,Bronx,New York,1857.0,746000.0
for_sale,6.0,5.0,0.31,Hunter,New York,6152.0,2295000.0
for_sale,4.0,2.0,0.19,Kingston,New York,2670.0,749000.0
for_sale,4.0,2.0,0.4,Hunter,New York,2122.0,325000.0
for_sale,6.0,7.0,0.05,New York City,New York,3040.0,3200000.0
for_sale,3.0,1.0,0.19,Gardiner,Maine,864.0,94000.0
for_sale,6.0,2.0,0.34,Lewiston,Maine,1568.0,269900.0
for_sale,4.0,2.0,0.04,Little Neck,New York,1374.0,849000.0
for_sale,3.0,1.0,0.12,Springfield,Massachusetts,1205.0,229900.0
for_sale,3.0,1.0,0.4,Brewerton,New York,912.0,137900.0
for_sale,1.0,1.0,0.01,Boston,Massachusetts,577.0,619000.0
for_sale,4.0,2.0,0.13,Quincy,Massachusetts,2557.0,799900.0
for_sale,4.0,2.0,0.25,Walton,New York,1716.0,75000.0
for_sale,2.0,1.0,0.14,Whiting,New Jersey,966.0,159900.0
for_sale,3.0,1.0,0.28,Warrensburg,New York,1200.0,174900.0
for_sale,2.0,1.0,0.3,Pembroke,Massachusetts,864.0,439900.0
for_sale,3.0,2.0,4.8,Stonington,Maine,1792.0,495000.0
for_sale,3.0,3.0,0.8,North Haven,Connecticut,2816.0,510000.0
for_sale,3.0,3.0,0.35,Mattapoisett,Massachusetts,1827.0,975000.0
for_sale,4.0,3.0,0.08,Antrim,New Hampshire,2104.0,230000.0
for_sale,2.0,1.0,0.17,Monticello,New York,1113.0,210000.0
for_sale,4.0,2.0,0.1,Staten Island,New York,1981.0,869000.0
for_sale,3.0,3.0,0.15,Highland,New York,1808.0,350000.0
for_sale,4.0,3.0,0.34,Nanuet,New York,2016.0,575000.0
for_sale,5.0,5.0,0.54,Bayside,New York,4390.0,2450000.0
for_sale,5.0,2.0,0.17,Delhi,New York,1900.0,185000.0
for_sale,4.0,1.0,0.27,Pennington,New Jersey,1792.0,399000.0
for_sale,3.0,1.0,0.53,Pembroke,New Hampshire,1560.0,349000.0
for_sale,3.0,3.0,0.19,Sicklerville,New Jersey,1854.0,250000.0
for_sale,3.0,2.0,1.01,Montgomery,New York,1800.0,449000.0
for_sale,2.0,1.0,0.23,Plainville,Connecticut,1040.0,179900.0
for_sale,3.0,1.0,0.21,East Greenbush,New York,1300.0,139900.0
