status,bed,bath,acre_lot,city,state,house_size,price
for_sale,2.0,2.0,0.0,Tewksbury,Massachusetts,1240.0,419000.0
for_sale,2.0,2.0,0.27,Bethlehem,New York,1400.0,249900.0
for_sale,3.0,2.0,44.0,Jeffersonville,New York,1344.0,230000.0
for_sale,3.0,2.0,0.12,Bayonne,New Jersey,1104.0,1495000.0
for_sale,4.0,3.0,2.3,Canton,Connecticut,2608.0,390000.0
for_sale,3.0,2.0,0.99,Hawthorne,New Jersey,43359.0,699000.0
for_sale,3.0,1.0,0.18,Winchester,Connecticut,1874.0,204900.0
for_sale,4.0,3.0,2.59,North Hampton,New Hampshire,2800.0,1100000.0
for_sale,3.0,4.0,0.04,New York City,New York,1832.0,1750000.0
for_sale,3.0,2.0,0.24,Rutland,Vermont,1360.0,99900.0
for_sale,5.0,2.0,6.4,Trumansburg,New York,2305.0,468500.0
for_sale,2.0,1.0,1.0,Rome,New York,965.0,82000.0
for_sale,8.0,3.0,0.12,Winslow,Maine,2600.0,200000.0
for_sale,4.0,3.0,0.58,North Greenbush,New York,2300.0,563500.0
for_sale,4.0,3.0,0.09,Keene,New Hampshire,1286.0,219000.0
for_sale,3.0,4.0,0.05,Colonie,New York,2172.0,624500.0
for_sale,3.0,3.0,3.33,Shrewsbury,Massachusetts,2823.0,819900.0
for_sale,3.0,3.0,0.3,Cromwell,Connecticut,2429.0,613739.0
for_sale,3.0,2.0,0.58,Simsbury,Connecticut,1762.0,379000.0
for_sale,5.0,5.0,0.59,Randolph,New Jersey,3406.0,699000.0
for_sale,3.0,2.0,3.1,Enfield,Maine,1892.0,599000.0
for_sale,5.0,3.0,0.6,Poughkeepsie,New York,2648.0,450000.0
for_sale,3.0,2.0,18.49,Gilboa,New York,2200.0,498500.0
for_sale,1.0,1.0,0.49,New York City,New York,730.0,1324000.0
for_sale,3.0,2.0,8244.0,Barnegat,New Jersey,2015.0,535845.0
for_sale,4.0,5.0,1.16,Simsbury,Connecticut,4144.0,995000.0
for_sale,2.0,2.0,0.1,Winthrop,Massachusetts,1375.0,675000.0
for_sale,4.0,2.0,0.46,Jackson Heights,New York,2160.0,100000.0
for_sale,4.0,3.0,10.1,Morgan,Vermont,3304.0,449000.0
for_sale,4.0,1.0,1.0,Utica,New York,1373.0,159900.0
for_sale,4.0,4.0,6.53,Norfolk,Massachusetts,5100.0,1399999.0
for_sale,3.0,2.0,0.19,Waldwick,New Jersey,1485.0,479000.0
for_sale,3.0,2.0,0.23,Templeton,Massachusetts,1472.0,330000.0
for_sale,4.0,5.0,1.98,Pennington,New Jersey,4354.0,849000.0
for_sale,3.0,3.0,4.1,Jay,Vermont,2238.0,450000.0
for_sale,6.0,4.0,0.05,New York City,New York,3336.0,1800000.0
for_sale,4.0,3.0,0.77,Freehold,New Jersey,3800.0,989000.0
for_sale,7.0,6.0,0.24,Boston,Massachusetts,3732.0,1800000.0
for_sale,3.0,1.0,0.33,Norwich,Connecticut,1296.0,169900.0
for_sale,2.0,1.0,0.13,Merrimac,Massachusetts,720.0,325000.0
