status,bed,bath,acre_lot,city,state,house_size,price
for_sale,2.0,1.0,2.93,Batavia,New York,1263.0,170000.0
for_sale,4.0,2.0,3.7,Frankfort,Maine,2500.0,349900.0
for_sale,4.0,5.0,10.15,Woodstock,Vermont,5824.0,2700000.0
for_sale,3.0,2.0,0.45,Brewerton,New York,1836.0,429900.0
for_sale,3.0,3.0,0.09,Greenwich,Connecticut,1556.0,1350000.0
for_sale,3.0,3.0,1.9,Copake,New York,1800.0,419000.0
for_sale,9.0,6.0,9.13,Wilton,Maine,5300.0,975000.0
for_sale,3.0,3.0,18.61,Saranac Lake,New York,2466.0,649000.0
for_sale,1.0,2.0,1.67,Long Branch,New Jersey,1000.0,500000.0
for_sale,7.0,3.0,0.37,Worcester,Massachusetts,2320.0,640000.0
for_sale,3.0,3.0,0.12,Scarsdale,New York,2428.0,1088000.0
for_sale,3.0,1.0,0.11,Cranston,Rhode Island,1232.0,299900.0
for_sale,3.0,3.0,0.02,Philadelphia,Pennsylvania,1200.0,265000.0
for_sale,6.0,2.0,0.14,Waterbury,Connecticut,1118.0,189000.0
for_sale,3.0,2.0,0.41,Candor,New York,1972.0,154990.0
for_sale,3.0,3.0,4.5,Waverly,New York,2600.0,900000.0
for_sale,5.0,3.0,0.24,Peabody,Massachusetts,2328.0,695000.0
for_sale,3.0,1.0,0.19,Colonie,New York,1174.0,245000.0
for_sale,3.0,2.0,0.14,Merchantville,New Jersey,1653.0,249900.0
for_sale,12.0,16.0,19.71,Croton On Hudson,New York,12666.0,3950000.0
for_sale,3.0,1.0,0.03,Newark,New Jersey,942.0,245000.0
for_sale,4.0,3.0,0.46,Douglas,Massachusetts,2247.0,584900.0
for_sale,5.0,3.0,0.25,New Haven,Connecticut,2137.0,339900.0
for_sale,2.0,1.0,0.93,Elka Park,New York,736.0,247000.0
for_sale,2.0,3.0,0.12,Portsmouth,Rhode Island,1774.0,1295000.0
for_sale,4.0,2.0,0.11,Haddon Township,New Jersey,1544.0,250000.0
for_sale,6.0,3.0,0.09,Somerville,Massachusetts,3046.0,1332933.0
for_sale,3.0,2.0,5.0,Ulster Park,New York,1116.0,275000.0
for_sale,4.0,2.0,0.09,Ossining,New York,1568.0,519000.0
for_sale,4.0,2.0,0.09,Kingston,New York,1408.0,235000.0
for_sale,1.0,1.0,0.16,New York,New York,721.0,815000.0
for_sale,5.0,5.0,0.75,Westfield,Massachusetts,3213.0,749900.0
for_sale,3.0,3.0,0.69,Hudson,New Hampshire,2514.0,595000.0
for_sale,1.0,1.0,0.13,New York City,New York,597.0,630000.0
for_sale,5.0,3.0,0.06,Bronx,New York,1600.0,699994.0
for_sale,4.0,4.0,0.03,Kauneonga Lake,New York,3528.0,525000.0
for_sale,3.0,2.0,0.17,Rockville Centre,New York,1583.0,739000.0
for_sale,6.0,5.0,1.21,Franklin Lakes,New Jersey,52708.0,1250000.0
for_sale,9.0,3.0,0.17,Providence,Rhode Island,5448.0,549900.0
for_sale,3.0,2.0,0.22,Stillwater,New York,1600.0,750000.0
for_sale,2.0,2.0,0.05,Port Ewen,New York,1632.0,369900.0
for_sale,3.0,2.0,0.13,Cairo,New York,1122.0,275000.0
for_sale,5.0,4.0,0.06,Brooklyn,New York,2175.0,979000.0
for_sale,3.0,2.0,0.55,Trujillo Alto,Puerto Rico,1816.0,140000.0
for_sale,6.0,4.0,0.1,Fall River,Massachusetts,3136.0,399900.0
for_sale,5.0,3.0,0.09,Cranston,Rhode Island,3746.0,165000.0
for_sale,5.0,4.0,0.51,Burrillville,Rhode Island,7306.0,549900.0
for_sale,3.0,1.0,0.26,Wolcott,Connecticut,1224.0,235000.0
for_sale,3.0,2.0,1.7,Fairfield,Maine,2252.0,225000.0
for_sale,4.0,3.0,10.1,Madison,New Hampshire,4000.0,1400000.0
for_sale,4.0,2.0,0.18,Sag Harbor,New York,2500.0,4500000.0
for_sale,6.0,2.0,0.22,Ellenville,New York,2604.0,295000.0
for_sale,2.0,1.0,0.26,Endwell,New York,960.0,109900.0
for_sale,1.0,2.0,0.32,New York City,New York,1200.0,1775000.0
for_sale,5.0,3.0,5.0,Coeymans,New York,2922.0,450000.0
for_sale,4.0,2.0,0.5,Greenville,New York,1560.0,264000.0
for_sale,3.0,1.0,0.14,Providence,Rhode Island,960.0,240000.0
for_sale,4.0,2.0,0.28,Toms River,New Jersey,2000.0,399000.0
for_sale,4.0,3.0,1.38,Monticello,Maine,1964.0,97500.0
for_sale,4.0,2.0,0.84,Watertown,New York,1450.0,249900.0
for_sale,3.0,1.0,0.19,Colonie,New York,1408.0,245000.0
for_sale,6.0,4.0,0.04,Troy,New York,1912.0,155000.0
for_sale,6.0,4.0,0.11,Brooklyn,New York,4185.0,989000.0
for_sale,5.0,5.0,0.15,Clark,New Jersey,3020.0,860000.0
for_sale,3.0,1.0,0.2,Troy,New York,1700.0,229900.0
for_sale,3.0,2.0,0.11,Waterbury,Connecticut,1574.0,229900.0
for_sale,3.0,3.0,0.31,Keene,New Hampshire,3216.0,495000.0
for_sale,6.0,3.0,0.13,Flushing,New York,2340.0,1450000.0
for_sale,8.0,4.0,0.24,Danbury,Connecticut,2527.0,379900.0
for_sale,3.0,3.0,0.2,Westbrook,Connecticut,1852.0,1250000.0
for_sale,5.0,3.0,0.22,Watervliet,New York,2682.0,230000.0
for_sale,3.0,2.0,0.22,Delran,New Jersey,1516.0,299999.0
for_sale,3.0,2.0,0.29,Caguas,Puerto Rico,1152.0,110100.0
for_sale,5.0,2.0,0.27,North Adams,Massachusetts,1749.0,159900.0
for_sale,4.0,4.0,0.92,Garrison,New York,2328.0,749000.0
for_sale,6.0,5.0,0.35,Halfmoon,New York,3552.0,539000.0
for_sale,5.0,4.0,0.69,Miller Place,New York,6267.0,1095888.0
for_sale,6.0,8.0,0.87,Rockport,Maine,9500.0,2795000.0
for_sale,3.0,2.0,0.15,Coventry,Rhode Island,1070.0,315000.0
for_sale,4.0,2.0,0.07,Newburgh,New York,1966.0,339000.0
for_sale,5.0,6.0,0.04,New York City,New York,4440.0,6195000.0
for_sale,4.0,3.0,0.19,Metuchen,New Jersey,2258.0,799999.0
for_sale,4.0,3.0,0.08,Irvington,New Jersey,2200.0,369900.0
for_sale,7.0,4.0,0.06,Jersey City,New Jersey,19998.0,849900.0
for_sale,6.0,3.0,0.16,Hartford,Connecticut,3404.0,250000.0
for_sale,5.0,2.0,0.04,Bronx,New York,1944.0,615000.0
for_sale,4.0,3.0,0.26,Tuckerton,New Jersey,2231.0,449000.0
for_sale,3.0,2.0,5.66,Ballston Spa,New York,1280.0,260000.0
for_sale,4.0,2.0,0.13,Troy,New York,1520.0,219900.0
for_sale,6.0,3.0,0.13,Springfield,Massachusetts,2818.0,229900.0
for_sale,3.0,2.0,0.09,Bayamon,Puerto Rico,1053.0,117000.0
for_sale,3.0,2.0,0.12,Fords,New Jersey,1472.0,400000.0
for_sale,3.0,1.0,0.7,Pittsfield,Massachusetts,1553.0,259900.0
for_sale,3.0,2.0,16.25,Tivoli,New York,1640.0,564900.0
for_sale,8.0,4.0,0.17,New Britain,Connecticut,3526.0,399900.0
for_sale,11.0,5.0,0.27,West Hartford,Connecticut,5517.0,575000.0
for_sale,3.0,2.0,0.19,Lancaster,New York,1300.0,389900.0
for_sale,4.0,4.0,1.84,Barre,Massachusetts,2159.0,589900.0
for_sale,8.0,5.0,0.33,Keeseville,New York,3680.0,237000.0
for_sale,5.0,4.0,0.17,Point Pleasant Beach,New Jersey,2546.0,1450000.0
for_sale,3.0,2.0,0.86,Fort Fairfield,Maine,1404.0,134900.0
for_sale,3.0,2.0,0.1,Carteret,New Jersey,1462.0,349900.0
for_sale,5.0,2.0,0.24,West Winfield,New York,2398.0,175000.0
for_sale,5.0,5.0,0.95,Eliot,Maine,3116.0,850000.0
for_sale,3.0,2.0,0.28,Pine Bush,New York,1900.0,345000.0
for_sale,2.0,3.0,0.03,Staten Island,New York,1724.0,529000.0
for_sale,1.0,2.0,79.1,Gardiner,New York,3321.0,2550000.0
for_sale,3.0,2.0,0.44,Orwell,Vermont,2100.0,140000.0
for_sale,5.0,7.0,2.0,Wilton,Connecticut,4200.0,1899000.0
for_sale,3.0,3.0,0.94,Bernards Twp,New Jersey,3035.0,899000.0
for_sale,4.0,3.0,0.99,Colonie,New York,2240.0,399900.0
for_sale,2.0,2.0,0.25,New Rochelle,New York,1261.0,599000.0
for_sale,4.0,4.0,0.12,Fanwood,New Jersey,2600.0,850000.0
for_sale,4.0,3.0,0.92,Brewster,New York,3996.0,750000.0
for_sale,6.0,3.0,0.08,Somerville,Massachusetts,3231.0,1675000.0
for_sale,3.0,1.0,0.07,San Juan,Puerto Rico,1374.0,66500.0
for_sale,3.0,2.0,0.37,Maybrook,New York,1641.0,350000.0
for_sale,8.0,5.0,0.07,College Point,New York,3100.0,1598000.0
for_sale,3.0,2.0,0.75,Grafton,New Hampshire,1110.0,249000.0
for_sale,2.0,2.0,0.23,Holland,Massachusetts,3077.0,209900.0
for_sale,4.0,2.0,0.87,Gouverneur,New York,1583.0,159000.0
for_sale,5.0,4.0,0.21,Fall River,Massachusetts,4750.0,550000.0
for_sale,6.0,5.0,0.06,Bronx,New York,2750.0,1150000.0
for_sale,3.0,2.0,0.43,Bethlehem,New York,2070.0,296000.0
for_sale,3.0,1.0,0.36,Malone,New York,1344.0,50000.0
for_sale,4.0,3.0,0.34,Hinsdale,Massachusetts,2363.0,309900.0
for_sale,2.0,2.0,0.01,Monsey,New York,1050.0,310000.0
for_sale,3.0,3.0,0.01,New Windsor,New York,2030.0,389900.0
for_sale,5.0,3.0,0.06,Maspeth,New York,2000.0,995000.0
for_sale,4.0,5.0,0.99,Sudbury,Massachusetts,4200.0,1799900.0
