status,bed,bath,acre_lot,city,state,house_size,price
for_sale,4.0,2.0,0.17,Pearl River,New York,1856.0,575000.0
for_sale,3.0,2.0,0.29,East Hartford,Connecticut,1248.0,265000.0
for_sale,3.0,3.0,0.1,Boston,Massachusetts,1652.0,859900.0
for_sale,6.0,2.0,0.24,Clementon,New Jersey,1032.0,275000.0
for_sale,3.0,2.0,0.18,North Syracuse,New York,864.0,154900.0
for_sale,3.0,1.0,0.29,Enfield,Connecticut,1008.0,239900.0
for_sale,4.0,3.0,0.06,New Rochelle,New York,1800.0,599000.0
for_sale,5.0,2.0,0.16,Maybrook,New York,2162.0,379900.0
for_sale,3.0,2.0,0.21,West Berlin,New Jersey,2070.0,280000.0
for_sale,3.0,3.0,0.02,Philadelphia,Pennsylvania,2534.0,544400.0
for_sale,3.0,4.0,0.7,Summit,New Jersey,2761.0,1579000.0
for_sale,1.0,1.0,18.4,Athens,New York,7000.0,220000.0
for_sale,3.0,2.0,0.03,Salisbury,Massachusetts,920.0,339900.0
for_sale,3.0,5.0,0.19,Newton,Massachusetts,2800.0,1200000.0
for_sale,6.0,3.0,0.81,Pownal,Vermont,2584.0,299900.0
for_sale,4.0,2.0,0.05,Brooklyn,New York,1905.0,799000.0
for_sale,3.0,3.0,0.29,East Hartford,Connecticut,1270.0,275000.0
for_sale,4.0,3.0,2.59,Coventry,Connecticut,2654.0,574900.0
for_sale,4.0,3.0,0.79,Millville,New Jersey,3232.0,439000.0
for_sale,3.0,1.0,0.2,Dover Foxcroft,Maine,721.0,132000.0
for_sale,4.0,3.0,3.64,Winchendon,Massachusetts,2900.0,524900.0
for_sale,4.0,1.0,1.64,Yulan,New York,1692.0,188500.0
for_sale,6.0,2.0,0.25,Taunton,Massachusetts,2945.0,479000.0
for_sale,3.0,2.0,0.2,Hewlett,New York,2900.0,869000.0
for_sale,3.0,2.0,1.75,Wilmington,Vermont,1500.0,395000.0
for_sale,5.0,3.0,0.05,Brooklyn,New York,3132.0,2350000.0
for_sale,5.0,7.0,1.02,Greenwich,Connecticut,5604.0,3650000.0
for_sale,1.0,1.0,0.02,Hunter,New York,600.0,219000.0
for_sale,3.0,2.0,0.27,Griswold,Connecticut,1468.0,235000.0
for_sale,3.0,2.0,0.13,North Bellmore,New York,1412.0,639999.0
for_sale,5.0,3.0,0.13,Topsham,Maine,2376.0,355000.0
for_sale,3.0,3.0,0.5,Colonie,New York,1929.0,579900.0
for_sale,3.0,1.0,381.0,Moriah,New York,2000.0,459900.0
